codgeo;part_prestations_sociales_pct;part_minima_sociaux_pct;s_soc_ben_di_fam_ben;nombre_personnes;part_revenus_activite_pct;part_impots_directs_pct;part_indemnites_chomage_pct;s_ei_di_n_sal;nombre_unites_consommation;taux_pauvrete_60_pct;rapport_interdecile_d9_d1;part_revenus_patrimoine_autres_pct;niveau_vie_median_euros;niveau_vie_1er_decile_euros;s_soc_ben_di_hou_ben;nombre_menages;part_menages_imposes_pct;niveau_vie_9e_decile_euros;part_salaires_pct;part_pensions_retraites_rentes_pct
58211;;;;151;;;;;107,7;;;;16200;;;72;;;;
58230;;;;;;;;;;;;;;;;;;;;
58244;;;;211;;;;;149,7;;;;22170;;;98;;;;
58208;;;;272;;;;;201,9;;;;22170;;;139;;;;
58270;;;;322;;;;;237,0;;;;21420;;;170;;;;
58278;;;;1450;;;;;1010,4;;;;23700;;;640;;;;
57617;;;;277;;;;;184,2;;;;25530;;;106;;;;
57642;2,6;1,2;0,8;2645;73,7;-21,8;2,6;10,8;1855,0;9;4,2;19,3;28380;14610;0,6;1216;66;60720;60,3;26,2
57601;;;;1329;;;;;920,9;;;;28650;;;585;;;;
57589;3,7;1,5;1,6;2174;76,2;-18,4;2,4;7,1;1490,4;;2,7;10,0;24620;15090;0,6;938;55;40980;66,7;28,5
59193;3,1;1,2;1,6;3041;79,5;-18,6;1,7;5,4;2035,1;;2,8;7,6;27020;15870;0,3;1237;66;45170;72,4;28,4
59103;;;;515;;;;;348,1;;;;24430;;;214;;;;
59140;;;;448;;;;;301,6;;;;19990;;;186;;;;
59081;;;;542;;;;;363,0;;;;21020;;;223;;;;
59143;5,5;2,3;2,2;8555;77,0;-16,0;2,4;5,8;5733,6;13;3,1;7,5;23360;13010;1,0;3527;55;39850;68,8;26,0
58032;;;;348;;;;;257,2;;;;21170;;;188;;;;
58077;;;;362;;;;;263,1;;;;22620;;;182;;;;
58104;;;;1354;;;;;933,8;;;;21620;;;603;;;;
59164;;;;263;;;;;176,8;;;;23580;;;108;;;;
59195;;;;603;;;;;391,0;;;;30440;;;230;;;;
59176;;;;337;;;;;217,5;;;;23040;;;125;;;;
59107;4,9;2,4;1,6;4475;57,6;-13,9;2,6;3,3;3190,4;14;2,8;8,4;22410;12780;0,9;2125;53;36010;51,7;43,0
59145;;;;797;;;;;526,7;;;;29310;;;306;;;;
59085;;;;324;;;;;221,7;;;;23770;;;137;;;;
59066;;;;161;;;;;108,5;;;;23480;;;67;;;;
59053;8,0;4,0;2,3;3255;65,2;-13,7;2,4;5,7;2262,6;20;3,1;9,2;20510;11260;1,7;1465;45;34490;57,1;31,3
59209;;;;635;;;;;429,0;;;;21020;;;264;;;;
59239;4,0;1,5;1,9;5710;78,2;-15,4;2,6;5,8;3817,7;9;2,7;6,8;24460;14240;0,6;2318;55;38750;69,8;26,4
59288;8,0;3,8;2,8;2309;71,8;-12,9;2,7;4,1;1551,7;20;2,8;4,6;20680;11620;1,4;956;44;31980;65,0;28,5
59302;8,7;4,2;2,9;4075;71,2;-12,6;2,8;3,1;2735,8;20;2,9;5,4;19930;11230;1,6;1701;43;32300;65,3;27,3
59238;;;;1646;;;;;1087,5;;;;24600;;;643;;;;
58128;;;;;;;;;;;;;;;;;;;;
58281;;;;572;;;;;410,7;;;;20510;;;278;;;;
58214;4,0;1,8;1,4;2292;68,7;-15,8;1,7;6,7;1626,5;10;2,7;7,9;23930;13970;0,8;1099;54;37150;60,3;35,2
58241;;;;304;;;;;219,2;;;;20570;;;150;;;;
58233;;;;186;;;;;127,4;;;;21140;;;82;;;;
58291;;;;136;;;;;100,2;;;;22300;;;69;;;;
57680;;;;1287;;;;;900,7;;;;22800;;;591;;;;
57731;;;;1937;;;;;1348,0;;;;34130;;;884;;;;
57717;;;;191;;;;;130,3;;;;20400;;;84;;;;
57678;1,4;0,6;0,6;2240;41,4;-7,4;1,5;1,5;1502,0;12;4,3;44,9;28280;12490;0,2;928;30;53230;38,4;19,7
57628;7,1;3,4;2,3;4241;69,7;-13,4;2,8;3,5;2937,6;17;3,1;6,8;21340;11540;1,4;1891;48;35250;63,4;29,8
57577;;;;354;;;;;240,9;;;;22870;;;151;;;;
57559;;;;166;;;;;114,6;;;;26100;;;74;;;;
57653;;;;;;;;;;;;;;;;;;;;
59282;;;;389;;;;;262,0;;;;24110;;;156;;;;
59200;;;;494;;;;;318,2;;;;22170;;;183;;;;
59211;;;;807;;;;;554,2;;;;23580;;;350;;;;
58284;;;;;;;;;;;;;;;;;;;;
58219;;;;196;;;;;143,6;;;;19380;;;101;;;;
58271;;;;104;;;;;79,2;;;;20350;;;58;;;;
58274;;;;102;;;;;74,7;;;;16080;;;49;;;;
58239;;;;169;;;;;115,6;;;;22300;;;71;;;;
59198;;;;242;;;;;167,2;;;;23030;;;107;;;;
59183;8,7;4,4;2,3;82431;66,8;-14,6;3,1;4,3;58923,6;22;3,3;5,8;20240;10730;2,0;40361;45;35380;59,4;33,3
59075;;;;723;;;;;484,6;;;;22110;;;296;;;;
59048;;;;491;;;;;326,6;;;;24400;;;193;;;;
59032;8,7;4,3;2,4;6003;69,9;-12,8;2,9;3,3;4208,3;20;3,1;4,5;20010;10910;2,0;2776;40;33600;63,7;29,7
59025;;;;1705;;;;;1133,8;;;;29920;;;680;;;;
59061;;;;266;;;;;173,3;;;;19570;;;102;;;;
59079;15,9;7,6;5,1;6570;63,1;-10,1;3,6;1,1;4343,9;31;2,9;3,4;17240;9790;3,2;2656;32;28710;58,4;27,7
58178;;;;143;;;;;103,5;;;;18530;;;69;;;;
58119;;;;;;;;;;;;;;;;;;;;
57702;;;;111;;;;;77,9;;;;24530;;;50;;;;
57568;;;;1294;;;;;913,6;;;;24960;;;598;;;;
57587;;;;227;;;;;156,7;;;;23020;;;100;;;;
57565;;;;700;;;;;491,6;;;;34010;;;316;;;;
58055;;;;732;;;;;534,5;;;;22490;;;370;;;;
58044;;;;806;;;;;572,7;;;;21650;;;383;;;;
58043;;;;;;;;;;;;;;;;;;;;
58061;;;;125;;;;;92,4;;;;23000;;;67;;;;
59230;10,9;5,3;3,3;5106;66,7;-12,7;3,2;4,2;3446,5;25;3,1;6,6;19240;10640;2,3;2159;41;32970;59,3;28,5
59300;;;;505;;;;;341,4;;;;22510;;;207;;;;
59215;;;;987;;;;;663,1;;;;27850;;;393;;;;
59285;5,9;2,6;2,4;2596;74,1;-13,6;2,5;6,6;1748,3;14;2,8;5,8;21260;12410;0,9;1090;46;34520;65,0;27,8
59262;4,1;1,4;2,1;2056;76,4;-14,4;2,9;5,1;1358,8;11;2,8;7,7;23840;13450;0,6;816;50;37960;68,4;26,2
59106;;;;777;;;;;521,1;;;;29690;;;319;;;;
58286;;;;548;;;;;408,1;;;;20190;;;292;;;;
59078;;;;584;;;;;400,4;;;;22250;;;259;;;;
59005;3,2;1,1;1,7;3687;81,8;-16,1;1,9;4,8;2430,6;;2,5;5,9;26280;16260;0,4;1427;67;40070;75,1;25,2
59084;4,7;1,7;2,4;2057;74,7;-13,3;2,6;5,2;1369,5;11;2,6;6,6;21910;13500;0,6;830;48;35150;66,9;27,3
59033;12,2;6,4;3,3;8471;62,4;-10,9;3,5;2,9;5925,8;26;2,8;3,6;17940;10570;2,5;3931;34;29460;56,0;32,7
57716;;;;1474;;;;;987,5;;;;27100;;;594;;;;
59251;;;;370;;;;;233,1;;;;26480;;;130;;;;
59297;;;;1849;;;;;1214,6;;;;22690;;;718;;;;
59257;;;;1066;;;;;691,7;;;;29030;;;400;;;;
59294;;;;313;;;;;209,5;;;;23030;;;128;;;;
58155;;;;555;;;;;391,6;;;;24570;;;260;;;;
58163;;;;193;;;;;145,0;;;;22630;;;105;;;;
58153;;;;;;;;;;;;;;;;;;;;
58127;;;;187;;;;;140,7;;;;20530;;;103;;;;
57566;3,9;1,8;1,5;2307;72,4;-14,7;2,7;5,8;1589,1;10;2,7;4,8;23820;13700;0,6;1001;55;37410;63,9;33,6
58018;;;;;;;;;;;;;;;;;;;;
59099;;;;1689;;;;;1165,7;;;;20580;;;742;;;;
59151;;;;1520;;;;;1050,0;;;;22560;;;665;;;;
59188;;;;139;;;;;88,5;;;;24840;;;50;;;;
59125;;;;413;;;;;272,9;;;;24260;;;158;;;;
58253;;;;;;;;;;;;;;;;;;;;
58225;;;;345;;;;;240,2;;;;21320;;;155;;;;
58251;;;;455;;;;;320,8;;;;22790;;;215;;;;
58236;;;;116;;;;;85,1;;;;24890;;;62;;;;
58257;;;;;;;;;;;;;;;;;;;;
57689;;;;352;;;;;230,6;;;;27860;;;141;;;;
57718;;;;213;;;;;145,5;;;;23670;;;91;;;;
59023;;;;573;;;;;381,5;;;;23320;;;236;;;;
59026;;;;1098;;;;;748,3;;;;22220;;;462;;;;
59065;;;;801;;;;;536,7;;;;23270;;;326;;;;
59044;3,2;1,2;1,6;5161;83,3;-16,8;2,0;4,3;3425,4;5;2,7;7,0;26930;16000;0,4;2054;66;42620;77,0;23,3
59038;;;;1438;;;;;966,7;;;;22350;;;602;;;;
59301;5,3;2,4;2,1;4448;74,4;-13,9;2,2;5,0;2917,7;15;3,0;8,9;21860;12040;0,8;1712;49;35880;67,2;25,3
59255;;;;560;;;;;364,6;;;;23190;;;209;;;;
59276;11,0;5,1;3,7;4564;61,9;-10,9;3,3;2,0;3078,9;23;2,7;3,1;18710;11260;2,2;1904;36;30410;56,6;34,9
59199;;;;691;;;;;467,4;;;;25400;;;283;;;;
58147;;;;255;;;;;188,1;;;;20240;;;132;;;;
58143;;;;149;;;;;101,7;;;;21150;;;65;;;;
57703;;;;224;;;;;156,0;;;;23320;;;97;;;;
57685;;;;126;;;;;84,1;;;;22830;;;49;;;;
57728;;;;234;;;;;158,0;;;;26180;;;96;;;;
57557;;;;843;;;;;565,5;;;;32110;;;346;;;;
57630;7,9;4,3;1,8;10818;62,5;-15,2;2,5;5,9;7934,2;21;3,3;10,7;20120;11090;1,8;5615;43;36080;54,1;34,1
57643;;;;190;;;;;125,5;;;;27400;;;74;;;;
58059;8,3;4,8;1,8;4078;53,0;-12,8;2,3;4,8;3069,6;18;2,9;5,4;21080;11570;1,7;2264;44;33980;45,9;46,1
58068;;;;214;;;;;165,9;;;;23550;;;124;;;;
58087;;;;657;;;;;474,2;;;;20510;;;324;;;;
58262;;;;196;;;;;150,7;;;;22390;;;109;;;;
58282;;;;337;;;;;259,3;;;;22580;;;192;;;;
58279;;;;177;;;;;120,8;;;;21230;;;75;;;;
59207;14,1;6,8;4,3;4173;64,1;-10,3;3,9;3,4;2763,7;33;2,7;4,5;16460;10330;3,0;1678;30;27970;56,8;27,6
57687;;;;206;;;;;143,4;;;;22140;;;93;;;;
59171;;;;;;;;;;;;;;;;;;;;
59166;;;;1326;;;;;884,6;;;;26200;;;541;;;;
59175;;;;307;;;;;206,9;;;;23760;;;127;;;;
59174;;;;327;;;;;217,7;;;;24080;;;128;;;;
58198;;;;282;;;;;201,9;;;;20890;;;139;;;;
58111;;;;85;;;;;67,3;;;;20330;;;53;;;;
58120;;;;215;;;;;162,0;;;;18970;;;116;;;;
58249;;;;209;;;;;157,2;;;;20240;;;113;;;;
58277;;;;174;;;;;132,6;;;;23180;;;96;;;;
57606;7,5;3,8;2,0;14439;64,8;-15,1;3,1;5,6;10316,3;21;3,4;7,4;20940;10750;1,7;7020;47;36550;56,1;35,4
57690;5,6;2,7;1,8;2897;70,4;-15,4;2,6;7,0;1995,7;17;3,3;7,2;23020;11590;1,1;1266;49;38720;60,8;32,2
59191;;;;595;;;;;399,2;;;;19640;;;246;;;;
59221;4,7;2,0;1,5;2150;74,2;-19,1;1,9;9,7;1511,7;15;4,4;10,6;24250;11620;1,2;991;52;50900;62,6;29,6
59287;;;;194;;;;;131,5;;;;20800;;;82;;;;
59220;6,7;2,7;2,8;17602;77,6;-15,5;2,7;4,6;11781,7;16;3,2;5,5;22280;11600;1,2;7381;54;37630;70,3;25,7
59031;;;;358;;;;;235,2;;;;26730;;;137;;;;
58196;;;;335;;;;;241,9;;;;22190;;;167;;;;
58158;;;;299;;;;;205,7;;;;22060;;;130;;;;
57662;;;;;;;;;;;;;;;;;;;;
57670;;;;128;;;;;86,6;;;;22180;;;53;;;;
58296;;;;127;;;;;91,8;;;;19330;;;62;;;;
58287;;;;182;;;;;137,3;;;;19370;;;97;;;;
58076;;;;;;;;;;;;;;;;;;;;
57613;;;;205;;;;;136,5;;;;23040;;;82;;;;
57654;;;;733;;;;;495,3;;;;27280;;;299;;;;
59226;;;;1197;;;;;828,4;;;;21730;;;535;;;;
59231;;;;1030;;;;;703,5;;;;20640;;;447;;;;
59206;8,1;4,2;2,5;3168;64,6;-13,6;2,7;4,1;2176,5;18;2,8;5,9;20630;11820;1,4;1387;44;33390;57,8;35,0
59210;3,8;1,5;1,8;2092;77,3;-16,5;2,5;7,1;1413,4;10;2,8;7,4;23960;13780;0,5;858;55;38970;67,7;28,0
59068;7,3;3,7;2,3;2966;64,6;-12,7;2,5;4,7;2065,8;19;2,8;6,3;20240;11650;1,3;1347;42;33070;57,4;34,5
59043;5,3;2,5;1,9;14202;71,4;-14,5;2,3;4,5;9887,4;11;2,7;7,3;23320;13580;0,9;6431;53;36580;64,6;30,5
59052;5,6;2,3;2,4;5172;75,6;-13,6;2,5;3,1;3507,3;12;2,6;3,5;22360;13060;0,9;2176;53;34180;70,0;28,9
58130;;;;99;;;;;79,0;;;;21010;;;61;;;;
58193;;;;1340;;;;;953,8;;;;21510;;;645;;;;
58179;;;;214;;;;;162,8;;;;20540;;;118;;;;
57725;;;;334;;;;;226,6;;;;20380;;;138;;;;
58272;;;;88;;;;;70,0;;;;21940;;;53;;;;
58232;;;;1181;;;;;835,5;;;;22600;;;556;;;;
58247;;;;529;;;;;356,8;;;;23960;;;219;;;;
57602;1,8;0,6;0,9;2407;63,0;-12,2;2,0;3,1;1556,5;;2,6;29,3;30550;19140;0,3;877;60;50000;57,9;18,1
57583;;;;117;;;;;81,7;;;;26000;;;53;;;;
57588;;;;1170;;;;;759,5;;;;37110;;;441;;;;
58037;;;;572;;;;;419,5;;;;21920;;;294;;;;
58060;;;;626;;;;;440,7;;;;21470;;;287;;;;
58136;;;;;;;;;;;;;;;;;;;;
58122;;;;415;;;;;300,9;;;;22210;;;207;;;;
58171;;;;242;;;;;184,4;;;;19110;;;137;;;;
58134;8,7;5,1;1,9;2849;55,0;-11,3;2,2;1,8;2124,7;18;2,5;3,6;20110;11570;1,7;1542;42;29250;51,0;44,0
59014;17,1;8,8;4,5;12601;64,4;-10,4;3,6;2,1;8563,2;32;2,8;3,2;16780;9840;3,8;5509;31;27710;58,7;25,7
59110;;;;1456;;;;;958,0;;;;26560;;;565;;;;
59128;4,2;2,1;1,1;2374;80,9;-18,5;2,6;5,5;1709,0;11;3,6;8,5;26300;13380;1,0;1177;63;47530;72,8;24,9
58246;;;;658;;;;;498,9;;;;20290;;;365;;;;
58289;;;;165;;;;;121,3;;;;20470;;;84;;;;
58261;;;;1077;;;;;767,6;;;;22520;;;516;;;;
58086;7,1;4,1;1,6;9285;54,0;-13,5;2,5;5,9;6899,9;18;3,1;7,6;21140;11370;1,4;4952;45;35680;45,6;44,8
58058;;;;304;;;;;221,7;;;;20070;;;155;;;;
57732;;;;751;;;;;521,6;;;;23100;;;335;;;;
57686;;;;232;;;;;158,1;;;;21150;;;98;;;;
58002;;;;864;;;;;612,0;;;;21500;;;409;;;;
59002;9,2;4,2;3,1;4159;71,6;-12,1;3,0;3,8;2806,2;21;2,6;3,6;19560;11630;1,9;1768;38;30740;64,8;27,7
59011;4,9;2,1;2,0;9776;78,6;-15,5;2,4;4,3;6625,3;11;2,8;5,4;23710;13540;0,8;4142;55;37890;71,9;26,6
59271;16,6;7,6;5,5;19629;61,4;-9,6;3,9;1,5;12738,0;33;2,8;3,0;16650;9720;3,5;7568;30;26900;56,0;28,6
59267;;;;288;;;;;198,0;;;;22800;;;125;;;;
58252;;;;134;;;;;99,2;;;;23900;;;70;;;;
58235;;;;232;;;;;177,8;;;;19680;;;129;;;;
58154;;;;109;;;;;84,1;;;;20020;;;62;;;;
57638;2,7;1,4;0,8;2383;79,2;-16,8;2,3;3,4;1689,2;12;3,3;6,2;24080;13100;0,5;1109;59;42940;73,5;28,7
58027;;;;125;;;;;84,8;;;;18980;;;55;;;;
58069;;;;159;;;;;115,6;;;;21960;;;80;;;;
59077;;;;257;;;;;165,7;;;;21650;;;92;;;;
57667;;;;747;;;;;506,2;;;;23840;;;319;;;;
58218;;;;1678;;;;;1251,7;;;;20200;;;901;;;;
59246;;;;539;;;;;356,1;;;;21870;;;213;;;;
57650;;;;1481;;;;;1052,2;;;;27400;;;714;;;;
58083;;;;1268;;;;;957,8;;;;20820;;;704;;;;
58038;;;;156;;;;;109,6;;;;21840;;;72;;;;
59116;;;;407;;;;;263,6;;;;29060;;;152;;;;
58222;;;;165;;;;;121,4;;;;25300;;;83;;;;
58254;;;;578;;;;;397,0;;;;24730;;;246;;;;
58268;;;;182;;;;;133,0;;;;20080;;;91;;;;
58102;;;;1316;;;;;995,4;;;;20850;;;732;;;;
58095;7,9;4,6;1,6;4819;55,2;-12,6;1,9;3,7;3638,9;17;2,8;6,8;20830;11710;1,7;2671;45;32680;49,6;42,7
59010;;;;271;;;;;178,8;;;;24410;;;108;;;;
59089;;;;1339;;;;;898,3;;;;21320;;;550;;;;
59137;;;;760;;;;;523,9;;;;19730;;;330;;;;
58173;;;;146;;;;;109,1;;;;18400;;;77;;;;
59277;;;;318;;;;;217,4;;;;25410;;;133;;;;
58229;;;;288;;;;;210,1;;;;22800;;;145;;;;
58276;;;;213;;;;;158,9;;;;18430;;;114;;;;
58004;;;;338;;;;;250,1;;;;20510;;;177;;;;
57708;3,4;1,3;1,5;2038;77,1;-15,0;2,0;5,5;1358,2;;2,7;9,4;26380;15420;0,6;813;58;40990;69,6;25,1
59098;4,6;2,0;1,9;4848;77,8;-15,8;2,3;5,5;3230,9;7;2,7;8,8;24840;15090;0,7;1934;59;40240;70,0;24,6
59080;3,1;1,3;1,5;2793;79,2;-15,9;2,2;5,2;1856,1;;2,6;7,6;26270;15900;0,3;1106;61;41440;71,8;26,0
59115;;;;652;;;;;432,2;;;;22760;;;262;;;;
58065;;;;710;;;;;543,4;;;;20040;;;401;;;;
58283;;;;;;;;;;;;;;;;;;;;
58259;;;;139;;;;;101,2;;;;19890;;;69;;;;
58309;;;;385;;;;;297,2;;;;19490;;;221;;;;
59029;;;;1533;;;;;1002,9;;;;26860;;;582;;;;
57709;;;;314;;;;;201,1;;;;23290;;;114;;;;
57658;;;;1045;;;;;737,5;;;;23860;;;478;;;;
57567;;;;139;;;;;96,2;;;;24450;;;61;;;;
58121;6,5;3,6;2,1;3503;66,1;-13,0;2,2;2,9;2427,1;13;2,6;5,1;21640;12530;0,8;1560;50;32420;61,0;35,3
58202;;;;;;;;;;;;;;;;;;;;
58019;;;;;;;;;;;;;;;;;;;;
58020;;;;233;;;;;160,5;;;;25520;;;102;;;;
58078;;;;;;;;;;;;;;;;;;;;
59071;2,6;0,9;1,4;2353;83,5;-18,9;2,0;6,3;1564,9;;3,1;9,2;28630;16250;0,3;928;64;50270;75,2;23,6
59082;;;;1767;;;;;1166,3;;;;25380;;;680;;;;
59009;7,5;3,4;2,5;55517;76,0;-17,4;3,0;4,6;37508,4;21;4,0;10,3;22000;10700;1,6;23741;52;43220;68,4;23,6
59180;;;;1448;;;;;945,2;;;;26640;;;542;;;;
59163;5,3;2,5;1,7;20533;71,7;-19,8;2,6;7,0;14222,9;16;3,9;22,3;23360;11790;1,1;9329;54;46450;62,1;20,5
57747;;;;261;;;;;171,7;;;;25290;;;101;;;;
57676;;;;;;;;;;;;;;;;;;;;
57733;;;;1945;;;;;1270,3;;;;28960;;;752;;;;
59204;;;;464;;;;;308,0;;;;23380;;;185;;;;
58295;;;;940;;;;;662,2;;;;22370;;;439;;;;
57584;;;;627;;;;;426,0;;;;25260;;;260;;;;
57598;;;;1937;;;;;1380,0;;;;22590;;;921;;;;
59108;;;;675;;;;;446,4;;;;20340;;;266;;;;
59101;;;;339;;;;;244,4;;;;21990;;;166;;;;
58026;;;;138;;;;;106,2;;;;22220;;;79;;;;
57604;;;;532;;;;;371,3;;;;28820;;;246;;;;
57741;;;;381;;;;;280,3;;;;23500;;;192;;;;
57755;;;;100;;;;;64,3;;;;24280;;;38;;;;
58242;;;;100;;;;;76,5;;;;21990;;;55;;;;
58161;;;;126;;;;;92,6;;;;18130;;;67;;;;
57677;;;;972;;;;;678,4;;;;27290;;;432;;;;
59083;;;;256;;;;;163,2;;;;25420;;;89;;;;
57599;;;;352;;;;;234,2;;;;23970;;;139;;;;
59186;;;;;;;;;;;;;;;;;;;;
59051;8,0;3,9;2,5;6163;73,1;-13,1;2,9;4,2;4307,9;18;2,8;4,4;20670;11640;1,6;2885;43;32860;66,0;27,6
59265;3,4;1,5;1,5;2304;80,0;-16,4;1,9;6,9;1531,9;9;2,8;11,0;25290;14090;0,4;914;57;39860;71,2;22,0
59279;7,2;3,2;2,6;19959;73,8;-13,4;2,9;2,8;13347,5;17;3,1;7,0;21590;11390;1,4;8232;47;35130;68,1;25,4
59270;;;;489;;;;;320,7;;;;21490;;;186;;;;
59130;;;;1231;;;;;793,3;;;;23020;;;452;;;;
58226;;;;130;;;;;98,5;;;;21560;;;72;;;;
58288;;;;;;;;;;;;;;;;;;;;
59136;17,3;9,5;4,1;6239;56,8;-10,4;3,5;4,1;4333,8;33;2,9;4,8;16820;9710;3,7;2855;30;28370;49,2;31,5
57591;7,0;3,5;1,9;9030;59,0;-10,8;3,4;2,5;6354,0;21;3,4;15,7;20120;10480;1,6;4193;38;35780;53,1;29,1
57625;;;;148;;;;;101,0;;;;22160;;;65;;;;
58031;;;;323;;;;;218,3;;;;20520;;;141;;;;
58063;;;;550;;;;;402,4;;;;21990;;;277;;;;
59213;;;;473;;;;;313,0;;;;25670;;;186;;;;
59169;;;;216;;;;;148,5;;;;19920;;;93;;;;
58195;;;;251;;;;;191,1;;;;20430;;;138;;;;
58190;;;;95;;;;;73,0;;;;18540;;;53;;;;
59284;4,4;1,8;2,0;3774;83,0;-15,4;2,2;5,5;2531,0;10;2,7;5,2;23710;14000;0,6;1564;52;37990;75,3;22,8
58005;;;;200;;;;;146,5;;;;20440;;;105;;;;
59118;8,8;4,1;3,1;2358;62,4;-13,1;3,3;5,5;1578,6;24;3,0;12,5;18570;10450;1,6;975;39;31410;53,6;29,4
59119;;;;577;;;;;380,3;;;;22420;;;225;;;;
59074;7,4;3,4;2,8;2135;67,0;-11,9;2,9;3,1;1445,3;19;2,7;5,5;20500;11640;1,2;905;41;31510;61,0;32,0
58280;;;;589;;;;;413,1;;;;23180;;;264;;;;
57573;;;;129;;;;;87,9;;;;22050;;;55;;;;
59149;;;;1072;;;;;734,6;;;;21420;;;464;;;;
57721;;;;356;;;;;238,5;;;;23520;;;144;;;;
58174;;;;127;;;;;92,4;;;;21040;;;63;;;;
59112;14,6;7,1;4,6;11375;64,8;-10,2;3,5;1,8;7482,3;31;3,0;3,9;17070;9630;2,9;4543;32;28470;59,5;26,9
58146;;;;885;;;;;632,5;;;;19720;;;425;;;;
59035;7,1;3,6;2,1;2232;63,6;-14,3;2,6;6,0;1583,7;17;2,9;8,9;20410;11840;1,4;1060;45;34150;55,0;34,7
58248;;;;199;;;;;140,7;;;;20910;;;94;;;;
58064;;;;495;;;;;370,3;;;;22800;;;263;;;;
59162;;;;683;;;;;446,3;;;;26550;;;258;;;;
58150;;;;107;;;;;80,4;;;;21100;;;60;;;;
59016;2,6;1,0;1,3;2176;72,5;-14,8;1,8;3,5;1479,1;;2,4;6,5;24750;15790;0,3;898;63;37940;67,2;33,2
59086;4,0;1,7;1,8;2195;72,1;-13,8;2,0;4,5;1453,2;;2,5;11,2;24110;15080;0,5;860;52;37430;65,6;26,5
59190;;;;1026;;;;;688,4;;;;26150;;;409;;;;
59201;;;;623;;;;;395,7;;;;30070;;;225;;;;
59114;;;;1628;;;;;1085,5;;;;24050;;;653;;;;
59217;;;;331;;;;;217,4;;;;33140;;;127;;;;
57681;;;;297;;;;;206,7;;;;22510;;;134;;;;
59225;10,0;5,0;3,0;6618;64,7;-11,8;3,3;2,5;4450,5;24;3,1;7,0;19550;10440;2,0;2765;39;32450;58,9;30,1
59286;7,8;3,6;2,7;13904;77,6;-13,6;2,9;3,3;9589,3;16;2,9;3,6;21490;11890;1,5;6312;49;34110;71,4;24,6
58258;;;;482;;;;;331,6;;;;22430;;;209;;;;
59036;19,0;11,2;3,4;3805;56,9;-10,8;3,5;2,9;2739,5;38;3,3;6,6;15750;8780;4,4;1927;28;28630;50,5;28,3
57645;;;;1014;;;;;669,9;;;;26050;;;399;;;;
58213;;;;439;;;;;307,8;;;;22240;;;206;;;;
80829;;;;;;;;;;;;;;;;;;;;
80813;;;;;;;;;;;;;;;;;;;;
81009;;;;;;;;;;;;;;;;;;;;
59391;;;;922;;;;;620,7;;;;22940;;;387;;;;
59348;;;;1397;;;;;936,7;;;;22450;;;572;;;;
59320;;;;1561;;;;;1025,6;;;;24770;;;622;;;;
80822;;;;141;;;;;90,8;;;;21290;;;53;;;;
80793;3,7;1,5;1,7;2304;74,8;-15,4;2,4;6,3;1571,6;9;2,5;7,8;24070;14400;0,5;982;55;36600;66,1;29,1
81043;;;;724;;;;;492,4;;;;22350;;;298;;;;
81020;;;;283;;;;;195,8;;;;22610;;;122;;;;
81028;;;;116;;;;;83,7;;;;17220;;;58;;;;
81037;;;;1241;;;;;909,5;;;;20980;;;633;;;;
80836;;;;248;;;;;166,8;;;;24820;;;98;;;;
80814;;;;455;;;;;309,0;;;;23290;;;188;;;;
81001;;;;240;;;;;161,0;;;;25020;;;99;;;;
59333;;;;240;;;;;168,5;;;;21330;;;109;;;;
59325;;;;878;;;;;594,6;;;;25130;;;361;;;;
59349;;;;1853;;;;;1238,4;;;;20900;;;757;;;;
59353;;;;288;;;;;197,8;;;;22170;;;122;;;;
59366;;;;779;;;;;503,7;;;;23860;;;289;;;;
59393;;;;971;;;;;655,2;;;;23520;;;398;;;;
59338;;;;653;;;;;424,2;;;;25300;;;241;;;;
59335;2,5;0,9;1,4;3133;74,9;-17,7;1,7;7,6;2067,6;;2,8;16,3;26640;15900;0,2;1221;64;44570;65,6;24,0
59408;;;;1697;;;;;1125,8;;;;27510;;;673;;;;
59381;;;;859;;;;;575,7;;;;25190;;;347;;;;
81244;10,5;5,3;2,8;2019;56,6;-10,0;3,1;3,0;1436,4;23;2,6;4,3;18710;11120;2,4;974;31;29060;50,5;38,6
81200;;;;463;;;;;316,3;;;;21450;;;197;;;;
81198;;;;307;;;;;207,9;;;;23550;;;128;;;;
81216;;;;216;;;;;145,7;;;;19600;;;88;;;;
81189;;;;124;;;;;82,9;;;;25180;;;51;;;;
81074;;;;1606;;;;;1089,1;;;;24140;;;667;;;;
81104;;;;1613;;;;;1075,2;;;;25680;;;648;;;;
81088;;;;540;;;;;360,7;;;;22900;;;220;;;;
81123;;;;;;;;;;;;;;;;;;;;
81121;;;;285;;;;;206,3;;;;18140;;;144;;;;
81086;;;;135;;;;;99,1;;;;16270;;;69;;;;
59606;9,5;4,9;2,2;37259;73,4;-16,1;3,1;6,3;26966,5;25;3,8;7,5;20250;9980;2,4;18988;46;37760;64,0;25,7
59605;;;;1544;;;;;1004,6;;;;26540;;;580;;;;
82025;4,5;1,7;2,0;3915;77,3;-14,7;3,4;4,5;2621,0;9;2,6;8,0;23430;14230;0,8;1593;56;37030;69,4;24,9
81314;;;;493;;;;;361,5;;;;19960;;;249;;;;
81272;;;;216;;;;;152,2;;;;18250;;;102;;;;
81281;;;;1998;;;;;1386,0;;;;22270;;;887;49;;;
